"","id","name","gender","birthdate","birthplace","deathdate","deathplace","category","year","share","overallmotivation","motivation","affiliations","adjustedBirthdate","decadeFloor","decadeCeiling"
"643",135,"Norman F. Ramsey","male","1915-08-27","Washington DC USA","2011-11-04","Wayland MA USA","Physics",1989,"1/2","","for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks","Harvard University; Cambridge MA USA",1915-08-27,1980,1989
"644",196,"Norman Haworth","male","1883-03-19","Chorley United Kingdom","1950-03-19","Birmingham United Kingdom","Chemistry",1937,"1/2","","for his investigations on carbohydrates and vitamin C","Birmingham University; Birmingham United Kingdom",1883-03-19,1930,1939
"645",667,"Octavio Paz","male","1914-03-31","Mexico City Mexico","1998-04-19","Mexico City Mexico","Literature",1990,"1","","for impassioned writing with wide horizons characterized by sensuous intelligence and humanistic integrity","",1914-03-31,1990,1999
"646",238,"Odd Hassel","male","1897-05-17","Kristiania (now Oslo) Norway","1981-05-11","Oslo Norway","Chemistry",1969,"1/2","","for their contributions to the development of the concept of conformation and its application in chemistry","University of Oslo; Oslo Norway",1897-05-17,1960,1969
"647",655,"Odysseus Elytis","male","1911-11-02","Iráklion Crete (now Greece)","1996-03-18","Athens Greece","Literature",1979,"1","","for his poetry which against the background of Greek tradition depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness","",1911-11-02,1970,1979
"648",515,"Office of the United Nations High Commissioner for Refugees","org","1951-00-00","Geneva Switzerland","","","Peace",1954,"1","","for its efforts to heal the wounds of war by providing help and protection to refugees all over the world","",1951-01-01,1950,1959
"649",515,"Office of the United Nations High Commissioner for Refugees","org","1951-00-00","Geneva Switzerland","","","Peace",1981,"1","","for promoting the fundamental rights of refugees","",1951-01-01,1980,1989
"650",979,"Olga Tokarczuk","female","1962-01-29","Sulechów Poland","","","Literature",2018,"1","","for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life","",1962-01-29,2010,2019
"651",847,"Oliver E. Williamson","male","1932-09-27","Superior WI USA","","","Economic Sciences",2009,"1/2","","for his analysis of economic governance especially the boundaries of the firm","University of California; Berkeley CA USA",1932-09-27,2000,2009
"652",935,"Oliver Hart","male","1948-10-09","London United Kingdom","","","Economic Sciences",2016,"1/2","","for their contributions to contract theory","Harvard University; Cambridge MA USA",1948-10-09,2010,2019
"653",813,"Oliver Smithies","male","1925-06-23","Halifax United Kingdom","2017-01-10","Chapel Hill NC USA","Physiology or Medicine",2007,"1/3","","for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells","University of North Carolina; Chapel Hill NC USA",1925-06-23,2000,2009
"654",893,"Organisation for the Prohibition of Chemical Weapons","org","1997-00-00","N/A","","","Peace",2013,"1","","for its extensive efforts to eliminate chemical weapons","",1997-01-01,2010,2019
"655",808,"Orhan Pamuk","male","1952-06-07","Istanbul Turkey","","","Literature",2006,"1","","who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures","",1952-06-07,2000,2009
"656",829,"Osamu Shimomura","male","1928-08-27","Kyoto Japan","2018-10-19","Nagasaki Japan","Chemistry",2008,"1/3","","for the discovery and development of the green fluorescent protein GFP","Marine Biological Laboratory (MBL); Woods Hole MA USA; Boston University Medical School; Massachusetts MA USA",1928-08-27,2000,2009
"657",549,"Oscar Arias Sánchez","male","1940-09-13","Heredia Costa Rica","","","Peace",1987,"1","","for his work for lasting peace in Central America","",1940-09-13,1980,1989
"658",210,"Otto Diels","male","1876-01-23","Hamburg Germany","1954-03-07","Kiel West Germany (now Germany)","Chemistry",1950,"1/2","","for their discovery and development of the diene synthesis","Kiel University; Kiel Germany",1876-01-23,1950,1959
"659",202,"Otto Hahn","male","1879-03-08","Frankfurt-on-the-Main Germany","1968-07-28","Göttingen West Germany (now Germany)","Chemistry",1944,"1","","for his discovery of the fission of heavy nuclei","Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie; Berlin-Dahlem Germany",1879-03-08,1940,1949
"660",331,"Otto Loewi","male","1873-06-03","Frankfurt-on-the-Main Germany","1961-12-25","New York NY USA","Physiology or Medicine",1936,"1/2","","for their discoveries relating to chemical transmission of nerve impulses","Graz University; Graz Austria",1873-06-03,1930,1939
"661",312,"Otto Meyerhof","male","1884-04-12","Hanover Germany","1951-10-06","Philadelphia PA USA","Physiology or Medicine",1922,"1/2","","for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle","Kiel University; Kiel Germany",1884-04-12,1920,1929
"662",48,"Otto Stern","male","1888-02-17","Sorau Germany (now Zory Poland)","1969-08-17","Berkeley CA USA","Physics",1943,"1","","for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton","Carnegie Institute of Technology; Pittsburgh PA USA",1888-02-17,1940,1949
"663",169,"Otto Wallach","male","1847-03-27","Koenigsberg Germany (now Kaliningrad Russia)","1931-02-26","Göttingen Germany","Chemistry",1910,"1","","in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds","Goettingen University; Göttingen Germany",1847-03-27,1910,1919
"664",322,"Otto Warburg","male","1883-10-08","Freiburg im Breisgau Germany","1970-08-01","West Berlin West Germany (now Germany)","Physiology or Medicine",1931,"1","","for his discovery of the nature and mode of action of the respiratory enzyme","Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie; Berlin-Dahlem Germany",1883-10-08,1930,1939
"665",73,"Owen Chamberlain","male","1920-07-10","San Francisco CA USA","2006-02-28","Berkeley CA USA","Physics",1959,"1/2","","for their discovery of the antiproton","University of California; Berkeley CA USA",1920-07-10,1950,1959
"666",35,"Owen Willans Richardson","male","1879-04-26","Dewsbury United Kingdom","1959-02-15","Alton United Kingdom","Physics",1928,"1","","for his work on the thermionic phenomenon and especially for the discovery of the law named after him","London University; London United Kingdom",1879-04-26,1920,1929
"667",645,"Pablo Neruda","male","1904-07-12","Parral Chile","1973-09-23","Santiago Chile","Literature",1971,"1","","for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams","",1904-07-12,1970,1979
"668",622,"Pär Lagerkvist","male","1891-05-23","Växjö Sweden","1974-07-11","Stockholm Sweden","Literature",1951,"1","","for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind","",1891-05-23,1950,1959
"669",53,"Patrick M.S. Blackett","male","1897-11-18","London United Kingdom","1974-07-13","London United Kingdom","Physics",1948,"1","","for his development of the Wilson cloud chamber method and his discoveries therewith in the fields of nuclear physics and cosmic radiation","Victoria University; Manchester United Kingdom",1897-11-18,1940,1949
"670",912,"Patrick Modiano","male","1945-07-30","Paris France","","","Literature",2014,"1","","for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation","",1945-07-30,2010,2019
"671",648,"Patrick White","male","1912-05-28","London United Kingdom","1990-09-30","Sydney Australia","Literature",1973,"1","","for an epic and psychological narrative art which has introduced a new continent into literature","",1912-05-28,1970,1979
"672",679,"Paul A. Samuelson","male","1915-05-15","Gary IN USA","2009-12-13","Belmont MA USA","Economic Sciences",1970,"1","","for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science","Massachusetts Institute of Technology (MIT); Cambridge MA USA",1915-05-15,1970,1979
"673",40,"Paul A.M. Dirac","male","1902-08-08","Bristol United Kingdom","1984-10-20","Tallahassee FL USA","Physics",1933,"1/2","","for the discovery of new productive forms of atomic theory","University of Cambridge; Cambridge United Kingdom",1902-08-08,1930,1939
"674",254,"Paul Berg","male","1926-06-30","New York NY USA","","","Chemistry",1980,"1/2","","for his fundamental studies of the biochemistry of nucleic acids with particular regard to recombinant-DNA","Stanford University; Stanford CA USA",1926-06-30,1980,1989
"675",764,"Paul C. Lauterbur","male","1929-05-06","Sidney OH USA","2007-03-27","Urbana IL USA","Physiology or Medicine",2003,"1/2","","for their discoveries concerning magnetic resonance imaging","University of Illinois; Urbana IL USA",1929-05-06,2000,2009
"676",287,"Paul D. Boyer","male","1918-07-31","Provo UT USA","2018-06-02","Los Angeles CA USA","Chemistry",1997,"1/4","","for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)","University of California; Los Angeles CA USA",1918-07-31,1990,1999
"677",302,"Paul Ehrlich","male","1854-03-14","Strehlen Prussia (now Strzelin Poland)","1915-08-20","Bad Homburg vor der Höhe Germany","Physiology or Medicine",1908,"1/2","","in recognition of their work on immunity","Goettingen University; Göttingen Germany; Königliches Institut für experimentelle Therapie (Royal Institute for Experimental Therapy); Frankfurt-on-the-Main Germany",1854-03-14,1900,1909
"678",723,"Paul Greengard","male","1925-12-11","New York NY USA","2019-04-13","New York NY USA","Physiology or Medicine",2000,"1/3","","for their discoveries concerning signal transduction in the nervous system","Rockefeller University; New York NY USA",1925-12-11,2000,2009
"679",476,"Paul Henri d'Estournelles de Constant","male","1852-11-22","La Flèche France","1924-05-15","Paris France","Peace",1909,"1/2","","for their prominent position in the international movement for peace and arbitration","",1852-11-22,1900,1909
"680",580,"Paul Heyse","male","1830-03-15","Berlin Prussia (now Germany)","1914-04-02","Munich Germany","Literature",1910,"1","","as a tribute to the consummate artistry permeated with idealism which he has demonstrated during his long productive career as a lyric poet dramatist novelist and writer of world-renowned short stories","",1830-03-15,1910,1919
"681",281,"Paul J. Crutzen","male","1933-12-03","Amsterdam the Netherlands","","","Chemistry",1995,"1/3","","for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone","Max-Planck-Institut für Chemie; Mainz Germany",1933-12-03,1990,1999
"682",246,"Paul J. Flory","male","1910-06-19","Sterling IL USA","1985-09-08","Big Sur CA USA","Chemistry",1974,"1","","for his fundamental achievements both theoretical and experimental in the physical chemistry of the macromolecules","Stanford University; Stanford CA USA",1910-06-19,1970,1979
"683",197,"Paul Karrer","male","1889-04-21","Moscow Russia","1971-06-18","Zurich Switzerland","Chemistry",1937,"1/2","","for his investigations on carotenoids flavins and vitamins A and B2","University of Zurich; Zurich Switzerland",1889-04-21,1930,1939
"684",834,"Paul Krugman","male","1953-02-28","New York NY USA","","","Economic Sciences",2008,"1","","for his analysis of trade patterns and location of economic activity","Princeton University; Princeton NJ USA",1953-02-28,2000,2009
